654.0366, 1868.3547, 24.1250
651.6249, 1868.2424, 24.1250
644.0344, 1867.9324, 24.1250
628.7921, 1867.3458, 24.1250
615.3603, 1867.0382, 24.1250
597.0666, 1867.0236, 24.1250
583.5851, 1867.3920, 24.1250
564.9957, 1868.4321, 28.1250
551.5268, 1869.5774, 28.1250
533.0047, 1871.7410, 28.1250
519.6411, 1873.7241, 28.1250
501.5079, 1877.0809, 27.9292
486.7638, 1879.8964, 26.2382
468.7124, 1883.5424, 24.1250
455.1096, 1887.1760, 24.1250
437.8745, 1892.8612, 24.1250
425.2116, 1897.6339, 24.1250
408.2875, 1904.6331, 24.1250
394.8107, 1910.6393, 24.1250
378.5714, 1918.3147, 24.1250
366.5303, 1924.4508, 24.1250
350.4735, 1933.5732, 24.1250
338.4844, 1940.6150, 24.1250
320.4955, 1947.6252, 24.1250
306.0363, 1951.6992, 24.1250
287.7419, 1955.4041, 24.1250
273.5545, 1959.7017, 24.1250
255.8752, 1967.6825, 24.1250
243.6444, 1974.6393, 24.1250
228.2360, 1986.7944, 24.1250
217.4639, 1998.1493, 24.1250
203.2155, 2012.1235, 24.1250
195.1275, 2020.9369, 24.1250
195.1253, 2031.1671, 24.1250
195.8379, 2047.5085, 24.1250
198.6285, 2061.8262, 24.1250
205.7275, 2080.4131, 24.1250
213.2237, 2094.0579, 24.1250
223.8038, 2109.4885, 24.1250
232.4141, 2120.2595, 24.1250
244.7262, 2133.7795, 24.1250
255.7526, 2143.9360, 24.1250
272.0959, 2155.0796, 24.1250
285.4605, 2161.9277, 24.1250
302.6809, 2168.8704, 24.1250
316.0510, 2173.4724, 24.1250
333.2300, 2182.5185, 24.1250
346.0373, 2191.1697, 24.1250
360.3643, 2202.4766, 24.1250
373.2570, 2209.9553, 24.1250
391.9639, 2216.6506, 24.1250
405.6505, 2220.0649, 24.1250
424.7029, 2225.6939, 24.1250
438.3377, 2231.5107, 28.1250
451.5254, 2238.3206, 28.1250
469.3267, 2246.3516, 28.1250
484.0360, 2250.7122, 28.1250
502.2283, 2254.3852, 28.1250
516.7789, 2256.2722, 28.1250
535.1514, 2257.7554, 27.9292
549.0057, 2258.7869, 26.4014
567.6054, 2261.0354, 24.1309
581.7672, 2265.1902, 24.1309
599.5016, 2272.2832, 24.1309
614.2864, 2277.1929, 24.1309
633.0334, 2281.1917, 24.1309
650.3038, 2283.3433, 24.1309
663.9081, 2284.2532, 24.1309
682.2906, 2284.7056, 24.1309
695.8251, 2284.5549, 24.1309
714.4217, 2283.2139, 24.1309
728.2854, 2281.3425, 24.1309
746.0778, 2278.1006, 24.1309
759.9037, 2275.0823, 24.1309
773.9261, 2271.6333, 24.1309
791.2715, 2266.8643, 24.1309
805.1058, 2262.5403, 24.1309
822.6953, 2256.3980, 28.1250
836.4969, 2251.1975, 28.1250
853.1746, 2244.5901, 28.1250
866.4934, 2239.0964, 28.1250
882.9980, 2232.1042, 28.1250
895.3682, 2226.8420, 28.1250
911.8613, 2219.8242, 28.1250
924.2315, 2214.5620, 28.1250
941.0359, 2207.4302, 27.6214
954.3478, 2201.8171, 25.4906
972.2123, 2196.3330, 24.1250
986.9687, 2194.7312, 24.1250
1005.3126, 2193.7803, 24.1250
1020.5946, 2190.1118, 24.1250
1038.8376, 2181.7405, 24.1250
1051.7417, 2173.6448, 24.1250
1067.8431, 2163.4900, 24.1250
1080.0077, 2157.0786, 24.1250
1096.4005, 2148.5464, 24.1250
1109.1675, 2139.6328, 24.1250
1123.3257, 2126.9961, 24.1250
1135.2425, 2114.2131, 24.1250
1136.8748, 2102.9946, 24.1250
1136.8748, 2085.1184, 24.1250
1136.6885, 2071.1103, 24.1250
1133.5270, 2051.8123, 24.1250
1126.8594, 2036.4092, 24.1250
1115.5891, 2019.4064, 24.1250
1105.7760, 2007.8292, 24.1250
1094.2213, 1993.0110, 24.1250
1086.2476, 1982.1680, 24.1250
1075.8427, 1967.5643, 24.1250
1067.9642, 1956.2775, 24.1250
1056.1429, 1941.7640, 24.1250
1044.4639, 1932.6239, 24.1250
1027.9176, 1922.4924, 24.1250
1014.5681, 1915.8800, 24.1250
997.7912, 1906.7480, 24.1250
985.9751, 1898.5603, 24.1250
971.4473, 1886.9691, 24.1250
961.0008, 1877.9481, 24.1250
944.5095, 1868.8071, 24.1250
929.5745, 1863.9426, 24.1250
911.1895, 1859.9728, 24.1250
897.5092, 1858.1216, 24.1250
879.0516, 1856.7367, 24.1250
864.4513, 1856.0546, 24.1250
845.4869, 1852.1936, 24.1250
832.3154, 1848.5105, 24.1250
814.6976, 1843.5472, 28.1250
799.0865, 1842.1337, 28.1250
779.8789, 1842.5253, 28.1250
766.1130, 1843.9086, 28.1250
747.9724, 1846.3778, 27.2972
733.0327, 1848.3870, 24.7414
713.4387, 1848.8751, 24.1250
698.9940, 1847.4921, 24.1250
680.6460, 1844.4642, 24.1250
666.9354, 1841.7920, 24.1250
647.5104, 1841.5482, 24.1250
633.0010, 1843.0723, 24.1250
617.6951, 1845.9025, 24.1250
600.0055, 1850.4269, 24.1250
585.2913, 1854.1899, 24.1250
565.8552, 1855.9663, 28.1250
551.9662, 1856.0604, 28.1250
533.1138, 1854.9862, 28.1250
518.8643, 1853.7012, 28.1250
499.4763, 1853.0231, 26.7976
484.6563, 1852.8971, 24.1250
464.3025, 1855.6321, 24.1250
450.6930, 1857.3063, 24.1250
432.4272, 1858.8203, 24.1250
418.6829, 1859.7046, 24.1250
403.9879, 1860.5825, 24.1250
386.0272, 1861.9697, 24.1250
368.6298, 1868.1075, 24.1250
356.3681, 1876.4108, 24.1250
340.9638, 1888.3766, 24.1250
328.9083, 1896.1570, 24.1250
312.8208, 1904.9669, 24.1250
299.7875, 1911.3093, 24.1250
283.3563, 1919.6619, 24.1250
271.4552, 1927.7472, 24.1250
262.2743, 1939.9529, 24.1250
254.9510, 1958.4960, 24.1250
251.5123, 1974.4329, 24.1250
249.2490, 1993.5469, 24.1250
246.5022, 2007.7527, 24.1250
241.6900, 2025.7252, 24.1250
237.3246, 2039.5403, 24.1250
231.4804, 2056.8342, 24.1250
227.0547, 2069.8633, 24.1250
222.0877, 2087.2356, 24.1250
222.0056, 2102.3447, 24.1250
226.7619, 2122.7834, 24.1250
232.8502, 2137.1216, 24.1250
244.1881, 2154.1731, 24.1250
254.9110, 2165.2996, 24.1250
269.5704, 2175.9360, 24.1250
287.6525, 2184.8120, 24.1250
302.2003, 2189.8892, 24.1250
320.2524, 2194.3577, 24.1250
334.7284, 2196.8669, 24.1250
352.7147, 2198.9846, 24.1250
367.1511, 2200.0859, 24.1250
386.2172, 2204.6741, 24.1250
399.9108, 2210.1296, 24.1250
416.5763, 2218.4612, 24.1250
430.3834, 2223.8242, 28.1250
448.5120, 2228.7488, 28.1250
463.3530, 2231.5188, 28.1250
